StockCode,Description,AvgPrice,PriceStd,MinPrice,MaxPrice,TotalQuantitySold,AvgQuantityPerOrder,TotalOrders,TotalRevenue,AvgRevenuePerOrder,UniqueCustomers,CountriesServed,PriceVariability,PopularityScore,RevenuePerCustomer,ProductCategory
22038,BOTANICAL LAVENDER GIFT WRAP,0.42,0.0,0.42,0.42,475,25.0,19,199.5,10.5,19,2,0.0,0.008731617647058824,10.5,Low_Performer
22039,BOTANICAL LILY GIFT WRAP,0.42,0.0,0.42,0.42,250,35.71,7,105.0,15.0,6,2,0.0,0.003216911764705882,17.5,Low_Performer
22040,BOTANICAL ROSE GIFT WRAP,0.42,0.0,0.42,0.42,650,26.0,25,273.0,10.92,24,3,0.0,0.011488970588235295,11.375,Low_Performer
22041,"RECORD FRAME 7"" SINGLE SIZE",3.68,1.36,2.1,5.79,4099,11.78,348,10613.5,30.5,74,4,0.3695652173913044,0.15992647058823528,143.42567567567568,Low_Performer
22042,CHRISTMAS CARD SINGING ANGEL,0.43,0.06,0.42,0.83,411,10.28,40,173.37,4.33,25,2,0.13953488372093023,0.01838235294117647,6.9348,Low_Performer
22043,CHRISTMAS CARD SCREEN PRINT,0.3,0.12,0.19,0.43,1235,19.6,63,303.21,4.81,41,4,0.4,0.028952205882352942,7.395365853658536,Low_Performer
22044,CHRISTMAS CARD STACK OF PRESENTS,0.26,0.11,0.19,0.42,804,22.97,35,191.4,5.47,34,4,0.4230769230769231,0.01608455882352941,5.629411764705883,Low_Performer
22045,SPACEBOY GIFT WRAP,0.42,0.01,0.34,0.42,6302,31.67,199,2578.84,12.96,143,13,0.02380952380952381,0.09145220588235294,18.033846153846156,Low_Performer
22046,TEA PARTY WRAPPING PAPER,0.42,0.01,0.34,0.42,2075,29.23,71,855.5,12.05,59,9,0.02380952380952381,0.03262867647058824,14.5,Low_Performer
22047,EMPIRE GIFT WRAP,0.42,0.01,0.34,0.42,3150,31.19,101,1279.0,12.66,91,5,0.02380952380952381,0.04641544117647059,14.054945054945055,Low_Performer
22048,BIRTHDAY BANQUET GIFT WRAP,0.42,0.01,0.34,0.42,950,30.65,31,383.0,12.35,31,6,0.02380952380952381,0.014246323529411764,12.35483870967742,Low_Performer
22049,WRAP CHRISTMAS SCREEN PRINT,0.27,0.11,0.19,0.42,1050,31.82,33,291.5,8.83,27,4,0.4074074074074074,0.015165441176470588,10.796296296296296,Low_Performer
22050,PINK PAISLEY ROSE GIFT WRAP,0.46,0.26,0.34,2.08,1225,30.62,40,540.0,13.5,37,9,0.5652173913043478,0.01838235294117647,14.594594594594595,Low_Performer
22051,BLUE SCANDINAVIAN PAISLEY WRAP,0.42,0.0,0.42,0.42,950,25.0,38,399.0,10.5,35,8,0.0,0.017463235294117647,11.4,Low_Performer
22052,VINTAGE CARAVAN GIFT WRAP,0.42,0.0,0.42,0.42,575,23.96,24,241.5,10.06,20,4,0.0,0.011029411764705883,12.075,Low_Performer
22053,EMPIRE DESIGN ROSETTE,1.23,0.09,0.82,1.25,4240,157.04,27,3601.42,133.39,24,4,0.07317073170731707,0.012408088235294117,150.05916666666667,Low_Performer
22055,MINI CAKE STAND HANGING STRAWBERY,2.09,0.95,0.39,3.36,1319,6.16,214,2008.18,9.38,101,7,0.45454545454545453,0.09834558823529412,19.882970297029704,Low_Performer
22057,CERAMIC PLATE STRAWBERRY DESIGN,1.41,0.72,0.39,3.29,572,9.53,60,650.04,10.83,47,7,0.5106382978723404,0.027573529411764705,13.830638297872339,Low_Performer
22059,CERAMIC STRAWBERRY DESIGN MUG,1.6,0.82,0.39,3.36,1655,9.79,169,1929.61,11.42,84,10,0.5125,0.07766544117647059,22.97154761904762,Low_Performer
22060,LARGE CAKE STAND HANGING HEARTS,5.36,2.54,3.95,9.95,221,6.7,33,1071.55,32.47,29,4,0.47388059701492535,0.015165441176470588,36.949999999999996,Low_Performer
22061,LARGE CAKE STAND HANGING STRAWBERY,10.35,4.31,2.95,20.79,569,4.01,142,4144.71,29.19,86,8,0.41642512077294686,0.06525735294117647,48.1943023255814,Low_Performer
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1.64,1.1,0.83,5.91,617,7.91,78,795.7,10.2,42,4,0.6707317073170732,0.035845588235294115,18.945238095238096,Low_Performer
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,3.68,1.55,0.79,5.91,572,4.77,120,1335.0,11.12,56,7,0.421195652173913,0.05514705882352941,23.839285714285715,Low_Performer
22064,PINK DOUGHNUT TRINKET POT,2.16,0.85,0.39,3.36,1674,6.98,240,2461.03,10.25,83,10,0.3935185185185185,0.11029411764705882,29.65096385542169,Low_Performer
22065,CHRISTMAS PUDDING TRINKET POT,1.07,0.89,0.39,3.36,6657,27.17,245,3422.97,13.97,128,8,0.8317757009345794,0.11259191176470588,26.741953125,Low_Performer
22066,LOVE HEART TRINKET POT,0.69,0.68,0.39,3.29,2179,16.02,136,1021.41,7.51,99,9,0.9855072463768118,0.0625,10.317272727272726,Low_Performer
22067,CHOC TRUFFLE GOLD TRINKET POT,2.07,0.9,0.39,3.36,401,5.9,68,625.36,9.2,33,5,0.4347826086956522,0.03125,18.95030303030303,Low_Performer
22068,BLACK PIRATE TREASURE CHEST,2.39,1.2,0.39,4.21,498,3.66,136,827.04,6.08,54,3,0.502092050209205,0.0625,15.315555555555555,Low_Performer
22069,BROWN PIRATE TREASURE CHEST,3.19,1.14,0.39,4.21,403,2.88,140,960.51,6.86,25,3,0.3573667711598746,0.06433823529411764,38.4204,Low_Performer
22070,SMALL RED RETROSPOT MUG IN BOX,4.22,1.57,0.5,7.46,946,8.16,116,2346.9,20.23,62,11,0.37203791469194314,0.05330882352941176,37.85322580645161,Low_Performer
22071,SMALL WHITE RETROSPOT MUG IN BOX,3.83,1.21,0.5,7.62,724,8.62,84,1361.84,16.21,62,10,0.3159268929503916,0.03860294117647059,21.96516129032258,Low_Performer
22072,RED RETROSPOT TEA CUP AND SAUCER,3.94,1.53,1.25,7.62,834,5.18,161,2745.87,17.06,90,6,0.3883248730964467,0.0739889705882353,30.509666666666664,Low_Performer
22073,RED RETROSPOT STORAGE JAR,4.98,1.8,3.39,7.62,327,4.61,71,1309.89,18.45,38,7,0.3614457831325301,0.03262867647058824,34.47078947368421,Low_Performer
22074,6 RIBBONS SHIMMERING PINKS,1.4,0.68,0.39,4.21,1359,7.01,194,1185.1,6.11,59,4,0.48571428571428577,0.08915441176470588,20.0864406779661,Low_Performer
22075,6 RIBBONS ELEGANT CHRISTMAS,1.77,0.88,0.39,4.21,1721,8.78,196,2428.63,12.39,96,5,0.4971751412429378,0.0900735294117647,25.29822916666667,Low_Performer
22076,6 RIBBONS EMPIRE,1.62,0.67,0.39,4.21,1190,5.61,212,1588.63,7.49,91,5,0.41358024691358025,0.0974264705882353,17.45747252747253,Low_Performer
22077,6 RIBBONS RUSTIC CHARM,2.22,0.84,1.45,4.95,8752,9.5,921,16406.33,17.81,395,16,0.37837837837837834,0.42325367647058826,41.53501265822785,Low_Performer
22078,RIBBON REEL LACE DESIGN,2.62,0.95,1.85,4.81,1322,7.03,188,2813.6,14.97,102,9,0.36259541984732824,0.08639705882352941,27.584313725490194,Low_Performer
22079,RIBBON REEL HEARTS DESIGN,2.04,0.62,1.45,4.21,1804,5.84,309,3160.24,10.23,181,10,0.30392156862745096,0.14200367647058823,17.45988950276243,Low_Performer
22080,RIBBON REEL POLKADOTS,1.97,0.74,1.45,4.21,1188,7.76,153,1970.93,12.88,117,9,0.3756345177664975,0.0703125,16.845555555555556,Low_Performer
22081,RIBBON REEL FLORA + FAUNA,2.35,0.85,1.65,4.21,581,4.44,131,1072.55,8.19,69,5,0.36170212765957444,0.06020220588235294,15.544202898550724,Low_Performer
22082,RIBBON REEL STRIPES DESIGN,1.98,0.71,1.45,4.21,2547,6.42,397,4421.91,11.14,241,9,0.35858585858585856,0.18244485294117646,18.34817427385892,Low_Performer
22083,PAPER CHAIN KIT RETROSPOT,3.77,1.42,2.55,6.77,4394,7.51,585,13389.34,22.89,282,13,0.376657824933687,0.2688419117647059,47.47992907801419,Low_Performer
22084,PAPER CHAIN KIT EMPIRE,3.24,0.95,2.08,6.95,5083,11.85,429,14746.14,34.37,269,5,0.29320987654320985,0.19715073529411764,54.818364312267654,Low_Performer
22085,PAPER CHAIN KIT SKULLS,3.17,0.85,2.46,5.79,544,5.67,96,1554.01,16.19,62,7,0.26813880126182965,0.04411764705882353,25.06467741935484,Low_Performer
22086,PAPER CHAIN KIT 50'S CHRISTMAS,3.37,1.14,2.55,6.95,18794,16.39,1147,63358.62,55.24,603,10,0.3382789317507418,0.5271139705882353,105.07233830845772,Medium_Performer
22087,PAPER BUNTING WHITE LACE,3.39,1.13,2.08,6.63,4016,12.4,324,11684.08,36.06,154,8,0.3333333333333333,0.1488970588235294,75.87064935064934,Low_Performer
22088,PAPER BUNTING COLOURED LACE,3.58,1.17,2.08,5.91,1819,7.91,230,5410.16,23.52,114,7,0.3268156424581005,0.1056985294117647,47.45754385964912,Low_Performer
22089,PAPER BUNTING VINTAGE PAISLEY,3.49,0.92,2.08,5.91,1376,5.29,260,4262.24,16.39,138,8,0.2636103151862464,0.11948529411764706,30.885797101449274,Low_Performer
22090,PAPER BUNTING RETROSPOT,3.78,1.45,2.08,6.77,7214,9.37,770,21778.14,28.28,317,15,0.3835978835978836,0.3538602941176471,68.7007570977918,Low_Performer
22091,EMPIRE TISSUE BOX,0.96,0.86,0.39,2.51,1866,11.66,160,973.96,6.09,94,3,0.8958333333333334,0.07352941176470588,10.36127659574468,Low_Performer
22092,BLUE PAISLEY TISSUE BOX,0.58,0.46,0.39,2.46,593,6.74,88,291.37,3.31,73,6,0.7931034482758622,0.04044117647058824,3.991369863013699,Low_Performer
22093,MOTORING TISSUE BOX,0.6,0.52,0.39,2.51,1811,11.76,154,810.07,5.26,111,7,0.8666666666666667,0.07077205882352941,7.297927927927929,Low_Performer
22094,RED RETROSPOT TISSUE BOX,1.05,0.9,0.39,2.51,2121,10.82,196,1110.38,5.67,115,8,0.8571428571428571,0.0900735294117647,9.655478260869566,Low_Performer
22095,LADS ONLY TISSUE BOX,1.14,0.88,0.39,2.51,1629,11.39,143,1594.24,11.15,70,3,0.7719298245614036,0.06571691176470588,22.774857142857144,Low_Performer
22096,PINK PAISLEY SQUARE TISSUE BOX,0.67,0.61,0.39,2.51,1307,11.77,111,560.22,5.05,82,5,0.9104477611940298,0.051011029411764705,6.831951219512195,Low_Performer
22097,SWALLOW SQUARE TISSUE BOX,0.7,0.63,0.39,2.51,1558,10.32,151,717.57,4.75,103,6,0.9,0.06939338235294118,6.966699029126214,Low_Performer
22098,BOUDOIR SQUARE TISSUE BOX,0.96,0.81,0.39,2.51,1988,11.36,175,997.41,5.7,98,9,0.8437500000000001,0.08042279411764706,10.17765306122449,Low_Performer
22099,CARAVAN SQUARE TISSUE BOX,0.97,0.84,0.39,2.51,1402,9.05,155,785.77,5.07,95,9,0.865979381443299,0.07123161764705882,8.271263157894737,Low_Performer
22100,SKULLS SQUARE TISSUE BOX,1.2,0.92,0.39,2.51,754,13.0,58,354.43,6.11,34,5,0.7666666666666667,0.02665441176470588,10.424411764705882,Low_Performer
22101,MIRROR MOSAIC VOTIVE HOLDER,2.26,0.38,0.39,2.51,1428,21.0,68,2028.07,29.82,22,4,0.168141592920354,0.03125,92.185,Low_Performer
22102,MIRROR MOSAIC T-LIGHT HOLDER,2.03,0.94,0.39,3.29,1619,55.83,29,823.61,28.4,14,3,0.46305418719211827,0.01332720588235294,58.82928571428572,Low_Performer
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2.14,1.04,0.39,3.29,1242,49.68,25,898.34,35.93,12,3,0.48598130841121495,0.011488970588235295,74.86166666666666,Low_Performer
22104,MIRROR MOSAIC CANDLE PLATE,1.58,0.17,0.42,1.66,286,4.93,58,340.45,5.87,10,2,0.10759493670886076,0.02665441176470588,34.045,Low_Performer
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,3.96,0.81,0.95,4.25,569,18.35,31,826.69,26.67,9,2,0.20454545454545456,0.014246323529411764,91.85444444444445,Low_Performer
22106,MIRROR MOSAIC HURRICANE LAMP,5.12,1.06,1.25,6.75,335,7.61,44,816.96,18.57,10,2,0.20703125,0.02022058823529412,81.696,Low_Performer
22107,PIZZA PLATE IN BOX,4.27,1.8,1.25,7.62,560,3.24,173,2040.22,11.79,44,6,0.42154566744730687,0.07950367647058823,46.36863636363636,Low_Performer
22108,PING! MICROWAVE PLATE,3.17,0.66,1.25,3.75,139,2.32,60,396.8,6.61,16,5,0.2082018927444795,0.027573529411764705,24.8,Low_Performer
22109,FULL ENGLISH BREAKFAST PLATE,5.5,1.92,2.08,7.62,1590,5.54,287,6688.39,23.3,98,9,0.34909090909090906,0.13189338235294118,68.24887755102041,Low_Performer
22110,BIRD HOUSE HOT WATER BOTTLE,4.05,2.08,2.1,11.25,1142,4.12,277,4791.27,17.3,113,7,0.5135802469135803,0.12729779411764705,42.40061946902655,Low_Performer
22111,SCOTTIE DOG HOT WATER BOTTLE,5.79,2.37,4.25,16.67,4498,5.97,753,23635.89,31.39,415,10,0.40932642487046633,0.3460477941176471,56.95395180722891,Low_Performer
22112,CHOCOLATE HOT WATER BOTTLE,6.06,2.69,2.08,16.67,5742,6.91,831,30967.77,37.27,364,12,0.44389438943894394,0.3818933823529412,85.0762912087912,Low_Performer
22113,GREY HEART HOT WATER BOTTLE,4.39,1.29,3.32,12.5,3081,5.55,555,12155.99,21.9,331,10,0.29384965831435084,0.25505514705882354,36.72504531722054,Low_Performer
22114,HOT WATER BOTTLE TEA AND SYMPATHY,5.0,1.78,2.08,9.95,5669,9.17,618,31799.09,51.45,314,10,0.356,0.28400735294117646,101.2709872611465,Low_Performer
22115,METAL SIGN EMPIRE TEA,2.33,1.94,0.79,5.91,1466,6.63,221,1927.26,8.72,150,4,0.8326180257510729,0.1015625,12.8484,Low_Performer
22116,METAL SIGN HIS DINNER IS SERVED,1.48,0.94,0.79,5.91,510,3.59,142,565.71,3.98,63,3,0.6351351351351351,0.06525735294117647,8.97952380952381,Low_Performer
22117,METAL SIGN HER DINNER IS SERVED,2.91,1.12,0.85,5.91,1234,13.87,89,3444.35,38.7,56,7,0.3848797250859107,0.04090073529411765,61.50625,Low_Performer
22118,JOY WOODEN BLOCK LETTERS,5.17,2.92,1.25,11.87,208,2.48,84,846.28,10.07,64,3,0.5647969052224371,0.03860294117647059,13.223125,Low_Performer
22119,PEACE WOODEN BLOCK LETTERS,6.39,2.42,1.95,14.13,332,3.22,103,1674.52,16.26,78,7,0.37871674491392804,0.04733455882352941,21.468205128205128,Low_Performer
22120,WELCOME WOODEN BLOCK LETTERS,11.01,3.22,8.5,20.38,491,2.76,178,4935.66,27.73,115,7,0.29246139872842875,0.0818014705882353,42.91878260869565,Low_Performer
22121,NOEL WOODEN BLOCK LETTERS,6.78,2.28,2.08,11.87,398,2.97,134,2228.29,16.63,93,5,0.33628318584070793,0.06158088235294118,23.96010752688172,Low_Performer
22123,PING MICROWAVE APRON,2.99,1.49,0.79,5.95,499,4.23,118,1037.75,8.79,59,6,0.49832775919732436,0.05422794117647059,17.588983050847457,Low_Performer
22124,SET OF 2 TEA TOWELS PING MICROWAVE,2.46,0.61,0.79,5.79,146,1.97,74,298.78,4.04,15,3,0.24796747967479674,0.03400735294117647,19.918666666666663,Low_Performer
22125,UNION JACK HOT WATER BOTTLE,8.36,5.26,2.08,12.95,14,3.5,4,141.94,35.48,2,1,0.6291866028708134,0.001838235294117647,70.97,Low_Performer
22127,PARTY CONES CARNIVAL ASSORTED,2.27,3.34,1.06,12.72,380,17.27,22,474.88,21.59,20,4,1.4713656387665197,0.01011029411764706,23.744,Low_Performer
22128,PARTY CONES CANDY ASSORTED,1.4,1.31,1.06,12.46,1726,23.32,74,2087.09,28.2,61,13,0.9357142857142858,0.03400735294117647,34.21459016393443,Low_Performer
22129,PARTY CONES CANDY TREE DECORATION,2.01,1.21,0.72,8.29,1104,11.74,94,1135.7,12.08,32,9,0.6019900497512438,0.043198529411764705,35.490625,Low_Performer
22130,PARTY CONE CHRISTMAS DECORATION,1.76,2.42,0.72,8.47,2177,20.73,105,2545.97,24.25,73,4,1.375,0.04825367647058824,34.87630136986301,Low_Performer
22131,FOOD CONTAINER SET 3 LOVE HEART,2.8,1.08,1.65,4.21,1919,6.83,281,3715.65,13.22,114,11,0.3857142857142858,0.12913602941176472,32.59342105263158,Low_Performer
22132,RED LOVE HEART SHAPE CUP,1.21,0.4,0.72,1.66,980,6.71,146,887.39,6.08,58,8,0.3305785123966942,0.06709558823529412,15.299827586206897,Low_Performer
22133,PINK LOVE HEART SHAPE CUP,1.28,0.39,0.72,1.66,808,6.26,129,759.1,5.88,41,5,0.3046875,0.059283088235294115,18.514634146341464,Low_Performer
22134,LADLE LOVE HEART RED,0.65,0.2,0.36,0.85,800,5.3,151,378.34,2.51,29,5,0.3076923076923077,0.06939338235294118,13.046206896551723,Low_Performer
22135,LADLE LOVE HEART PINK,0.68,0.2,0.42,0.85,561,3.21,175,318.63,1.82,22,5,0.29411764705882354,0.08042279411764706,14.483181818181817,Low_Performer
22136,LOVE HEART SOCK HANGER,2.32,0.82,1.45,3.36,360,4.44,81,647.87,8.0,36,4,0.35344827586206895,0.03722426470588235,17.996388888888887,Low_Performer
22137,BATHROOM SET LOVE HEART DESIGN,3.14,0.8,2.55,5.79,80,6.15,13,232.08,17.85,9,3,0.25477707006369427,0.0059742647058823525,25.78666666666667,Low_Performer
22138,BAKING SET 9 PIECE RETROSPOT,5.35,1.55,4.25,10.79,4711,5.23,901,23116.25,25.66,569,24,0.28971962616822433,0.4140625,40.62609841827768,Low_Performer
22139,RETROSPOT TEA SET CERAMIC 11 PC,5.72,2.05,2.08,11.02,4483,4.77,939,22438.36,23.9,477,22,0.3583916083916084,0.43152573529411764,47.04058700209644,Low_Performer
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2.6,0.9,1.85,4.95,2699,6.05,446,6237.71,13.99,249,11,0.34615384615384615,0.20496323529411764,25.051044176706828,Low_Performer
22142,CHRISTMAS CRAFT WHITE FAIRY,1.76,0.7,1.25,3.95,3179,8.45,376,4854.57,12.91,254,11,0.3977272727272727,0.17279411764705882,19.112480314960628,Low_Performer
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2.59,0.89,1.85,4.95,3906,7.37,530,9283.01,17.52,309,13,0.34362934362934366,0.24356617647058823,30.04210355987055,Low_Performer
22145,UNKNOWN_DESCRIPTION,2.09,0.01,2.08,2.1,61,20.33,3,127.48,42.49,2,2,0.004784688995215312,0.0013786764705882354,63.74,Low_Performer
22146,EASTER CRAFT IVY WREATH WITH CHICK,1.95,,1.95,1.95,1,1.0,1,1.95,1.95,1,1,,0.00045955882352941176,1.95,Low_Performer
22147,FELTCRAFT BUTTERFLY HEARTS,1.63,0.61,1.25,4.21,5257,11.02,477,7374.68,15.46,282,10,0.37423312883435583,0.2192095588235294,26.151347517730496,Low_Performer
22148,EASTER CRAFT 4 CHICKS,2.26,0.79,1.65,4.95,1753,9.53,184,3614.45,19.64,145,10,0.34955752212389385,0.08455882352941177,24.927241379310345,Low_Performer
22149,FELTCRAFT 6 FLOWER FRIENDS,2.45,0.87,1.85,5.06,5715,10.7,534,11679.65,21.87,329,12,0.3551020408163265,0.24540441176470587,35.50045592705167,Low_Performer
22150,3 STRIPEY MICE FELTCRAFT,2.27,0.84,1.65,5.06,2916,6.38,457,5689.85,12.45,280,12,0.3700440528634361,0.21001838235294118,20.32089285714286,Low_Performer
22151,PLACE SETTING WHITE HEART,0.58,0.43,0.36,2.51,14238,43.81,325,5949.25,18.31,170,8,0.7413793103448276,0.14935661764705882,34.995588235294115,Low_Performer
22152,PLACE SETTING WHITE STAR,0.55,0.38,0.36,1.66,2328,22.38,104,1013.85,9.75,69,5,0.6909090909090908,0.04779411764705882,14.693478260869565,Low_Performer
22153,ANGEL DECORATION STARS ON DRESS,0.55,0.19,0.36,0.85,2439,18.76,130,1043.55,8.03,60,6,0.3454545454545454,0.05974264705882353,17.3925,Low_Performer
22154,ANGEL DECORATION 3 BUTTONS,0.54,0.19,0.36,0.85,3627,22.39,162,1586.29,9.79,85,5,0.35185185185185186,0.0744485294117647,18.662235294117647,Low_Performer
22155,STAR DECORATION RUSTIC,0.57,0.2,0.42,0.85,2374,16.84,141,1095.11,7.77,67,4,0.3508771929824562,0.06479779411764706,16.344925373134327,Low_Performer
22156,HEART DECORATION WITH PEARLS,1.17,0.39,0.72,1.66,2060,8.24,250,1983.49,7.93,105,4,0.33333333333333337,0.11488970588235294,18.89038095238095,Low_Performer
22157,ANGEL DECORATION WITH LACE PADDED,0.95,0.36,0.85,2.08,243,20.25,12,244.68,20.39,12,1,0.37894736842105264,0.0055147058823529415,20.39,Low_Performer
22158,3 HEARTS HANGING DECORATION RUSTIC,3.36,1.04,2.55,6.95,3280,11.04,297,11402.19,38.39,191,5,0.30952380952380953,0.13648897058823528,59.69732984293194,Low_Performer
22161,HEART DECORATION RUSTIC HANGING,0.6,0.42,0.19,1.63,4909,14.19,346,1603.33,4.63,113,6,0.7,0.15900735294117646,14.188761061946902,Low_Performer
22162,HEART GARLAND RUSTIC PADDED,3.23,0.36,2.08,5.91,245,2.72,90,783.11,8.7,20,3,0.11145510835913312,0.04136029411764706,39.1555,Low_Performer
22163,HEART STRING MEMO HOLDER HANGING,1.78,0.9,0.79,3.36,839,6.99,120,993.88,8.28,41,6,0.5056179775280899,0.05514705882352941,24.2409756097561,Low_Performer
22164,STRING OF STARS CARD HOLDER,3.62,1.28,2.95,5.91,71,5.46,13,229.57,17.66,11,2,0.35359116022099446,0.0059742647058823525,20.87,Low_Performer
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",11.87,4.43,3.95,25.49,414,2.84,146,3315.45,22.71,28,2,0.37320977253580456,0.06709558823529412,118.40892857142856,Low_Performer
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,12.12,4.22,2.95,16.13,200,2.44,82,1536.21,18.73,13,3,0.3481848184818482,0.03768382352941176,118.17,Low_Performer
22167,OVAL WALL MIRROR DIAMANTE,10.79,4.17,3.95,20.38,235,1.52,155,2382.65,15.37,42,5,0.386468952734013,0.07123161764705882,56.72976190476191,Low_Performer
22168,ORGANISER WOOD ANTIQUE WHITE,8.32,1.04,2.08,8.5,147,1.93,76,1194.36,15.72,69,8,0.125,0.034926470588235295,17.309565217391302,Low_Performer
22169,FAMILY ALBUM WHITE PICTURE FRAME,10.19,3.49,5.64,16.98,1178,3.23,365,10191.06,27.92,163,11,0.34249263984298334,0.16773897058823528,62.521840490797544,Low_Performer
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,7.75,2.49,4.62,13.57,1027,4.09,251,6697.37,26.68,139,7,0.3212903225806452,0.11534926470588236,48.18251798561151,Low_Performer
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,9.96,3.42,2.08,16.98,1902,5.17,368,13470.45,36.6,169,9,0.34337349397590355,0.16911764705882354,79.70680473372782,Low_Performer
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3.84,1.28,2.08,5.91,2345,4.83,486,7450.98,15.33,209,8,0.33333333333333337,0.22334558823529413,35.650622009569375,Low_Performer
22174,PHOTO CUBE,2.58,1.03,1.25,4.21,3039,9.8,310,5620.47,18.13,100,7,0.3992248062015504,0.14246323529411764,56.2047,Low_Performer
22175,PINK OWL SOFT TOY,3.48,1.13,2.55,5.91,847,5.13,165,2505.73,15.19,82,7,0.3247126436781609,0.07582720588235294,30.55768292682927,Low_Performer
22176,BLUE OWL SOFT TOY,3.29,0.95,2.08,5.91,503,4.41,114,1506.62,13.22,62,11,0.2887537993920972,0.05238970588235294,24.300322580645158,Low_Performer
22178,VICTORIAN GLASS HANGING T-LIGHT,1.64,0.52,0.9,2.95,23397,23.37,1001,32054.41,32.02,396,11,0.3170731707317073,0.4600183823529412,80.9454797979798,Low_Performer
22179,SET 10 LIGHTS NIGHT OWL,9.01,3.2,5.79,13.57,875,3.18,275,6614.67,24.05,93,6,0.35516093229744733,0.12637867647058823,71.12548387096774,Low_Performer
22180,RETROSPOT LAMP,11.49,3.95,2.08,21.23,325,2.14,152,3463.92,22.79,90,8,0.3437771975630984,0.06985294117647059,38.488,Low_Performer
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1.01,0.32,0.72,1.66,507,9.22,55,429.51,7.81,41,8,0.31683168316831684,0.025275735294117647,10.475853658536586,Low_Performer
22182,CAKE STAND VICTORIAN FILIGREE SMALL,4.32,1.03,1.25,9.96,361,3.06,118,1371.79,11.63,30,6,0.23842592592592593,0.05422794117647059,45.72633333333333,Low_Performer
22183,CAKE STAND VICTORIAN FILIGREE MED,5.96,0.76,3.0,13.29,316,2.49,127,1881.27,14.81,17,4,0.12751677852348994,0.058363970588235295,110.66294117647058,Low_Performer
22184,CAKE STAND VICTORIAN FILIGREE LARGE,8.43,0.08,8.29,8.5,52,1.62,32,438.1,13.69,3,4,0.009489916963226572,0.014705882352941176,146.03333333333333,Low_Performer
22185,SLATE TILE NATURAL HANGING,1.98,0.81,0.79,3.95,1313,8.42,156,2029.27,13.01,104,5,0.4090909090909091,0.07169117647058823,19.51221153846154,Low_Performer
22186,RED STAR CARD HOLDER,3.03,1.57,1.95,5.91,818,5.68,144,1917.26,13.31,108,6,0.5181518151815182,0.0661764705882353,17.752407407407407,Low_Performer
22187,GREEN CHRISTMAS TREE CARD HOLDER,3.98,2.74,1.95,8.47,1223,6.51,188,3154.93,16.78,119,4,0.6884422110552765,0.08639705882352941,26.512016806722688,Low_Performer
22188,BLACK HEART CARD HOLDER,4.38,1.62,2.31,8.47,4527,25.01,181,11659.73,64.42,118,5,0.36986301369863017,0.08318014705882353,98.81127118644068,Low_Performer
22189,CREAM HEART CARD HOLDER,4.46,1.57,2.31,8.47,8071,16.08,502,22657.75,45.13,267,8,0.35201793721973096,0.23069852941176472,84.86048689138576,Low_Performer
22190,LOCAL CAFE MUG,2.17,0.55,0.39,2.51,672,5.89,114,1047.72,9.19,39,5,0.2534562211981567,0.05238970588235294,26.864615384615384,Low_Performer
22191,IVORY DINER WALL CLOCK,8.82,1.7,7.65,16.98,1416,3.5,405,11648.89,28.76,234,12,0.1927437641723356,0.18612132352941177,49.78158119658119,Low_Performer
22192,BLUE DINER WALL CLOCK,9.01,2.07,7.65,16.98,935,2.64,354,8011.53,22.63,178,14,0.2297447280799112,0.16268382352941177,45.008595505617976,Low_Performer
